accession	description	length	virus	mol_type	isolate	host	db_xref	country	date	strain	author	journal	title	division
MT263421	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW341/2020, complete genome	29900	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW341/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW341/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263420	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW340/2020, complete genome	29839	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW340/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW340/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263419	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW339/2020, complete genome	29853	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW339/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW339/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263418	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW338/2020, complete genome	29876	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW338/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW338/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263417	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW337/2020, complete genome	29871	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW337/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW337/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263416	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW336/2020, complete genome	29815	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW336/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW336/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263415	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-UW335/2020, complete genome	29840	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MN-UW335/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/MN-UW335/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	MN
MT263414	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW334/2020, complete genome	29830	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW334/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW334/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263413	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW333/2020, complete genome	29862	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW333/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW333/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263412	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW332/2020, complete genome	29829	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW332/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW332/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263411	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW331/2020, complete genome	29866	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/CT-UW331/2020	Homo sapiens	taxon:2697049	USA	2020-03-14	SARS-CoV-2/human/USA/CT-UW331/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	CT
MT263410	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW330/2020, complete genome	29871	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW330/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW330/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263409	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW379/2020, partial genome	29443	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW379/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/WA-UW379/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263408	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW328/2020, complete genome	29810	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW328/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW328/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263407	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW327/2020, partial genome	29575	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/CT-UW327/2020	Homo sapiens	taxon:2697049	USA	2020-03-14	SARS-CoV-2/human/USA/CT-UW327/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	CT
MT263406	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-UW326/2020, complete genome	29887	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/MN-UW326/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/MN-UW326/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	MN
MT263405	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW325/2020, complete genome	29834	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW325/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW325/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263404	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW324/2020, complete genome	29866	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW324/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW324/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263403	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW323/2020, complete genome	29878	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW323/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW323/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263402	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW322/2020, complete genome	29844	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW322/2020	Homo sapiens	taxon:2697049	USA	2020-03-23	SARS-CoV-2/human/USA/WA-UW322/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263401	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW321/2020, partial genome	29473	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW321/2020	Homo sapiens	taxon:2697049	USA	2020-03-15	SARS-CoV-2/human/USA/WA-UW321/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263400	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW320/2020, complete genome	29841	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW320/2020	Homo sapiens	taxon:2697049	USA	2020-03-23	SARS-CoV-2/human/USA/WA-UW320/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263399	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW319/2020, complete genome	29886	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW319/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW319/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263398	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW317/2020, complete genome	29884	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW317/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW317/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263397	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW316/2020, partial genome	29601	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW316/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW316/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263396	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW315/2020, complete genome	29903	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW315/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/WA-UW315/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263395	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW314/2020, complete genome	29904	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW314/2020	Homo sapiens	taxon:2697049	USA	2020-03-14	SARS-CoV-2/human/USA/WA-UW314/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263394	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW313/2020, complete genome	29697	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW313/2020	Homo sapiens	taxon:2697049	USA	2020-03-14	SARS-CoV-2/human/USA/WA-UW313/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263393	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW312/2020, partial genome	29529	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW312/2020	Homo sapiens	taxon:2697049	USA	2020-03-14	SARS-CoV-2/human/USA/WA-UW312/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263392	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW310/2020, complete genome	29843	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW310/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW310/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263391	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW308/2020, complete genome	29911	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW308/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW308/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263390	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW307/2020, complete genome	29761	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW307/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW307/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263389	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW306/2020, partial genome	29454	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW306/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW306/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263388	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW305/2020, complete genome	29740	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW305/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW305/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263387	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW304/2020, complete genome	29852	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW304/2020	Homo sapiens	taxon:2697049	USA	2020-03-16	SARS-CoV-2/human/USA/WA-UW304/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263386	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW303/2020, complete genome	29808	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/CT-UW303/2020	Homo sapiens	taxon:2697049	USA	2020-03-14	SARS-CoV-2/human/USA/CT-UW303/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	CT
MT263385	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW302/2020, partial genome	29610	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW302/2020	Homo sapiens	taxon:2697049	USA	2020-03-23	SARS-CoV-2/human/USA/WA-UW302/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263384	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW301/2020, complete genome	29793	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW301/2020	Homo sapiens	taxon:2697049	USA	2020-03-23	SARS-CoV-2/human/USA/WA-UW301/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263383	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW300/2020, complete genome	29797	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW300/2020	Homo sapiens	taxon:2697049	USA	2020-03-24	SARS-CoV-2/human/USA/WA-UW300/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263382	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW299/2020, complete genome	29900	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW299/2020	Homo sapiens	taxon:2697049	USA	2020-03-23	SARS-CoV-2/human/USA/WA-UW299/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263381	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW298/2020, complete genome	29910	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW298/2020	Homo sapiens	taxon:2697049	USA	2020-03-23	SARS-CoV-2/human/USA/WA-UW298/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT262916	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH23/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH23/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/WA-NH23/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262915	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH13/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH13/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/WA-NH13/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262914	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH24/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH24/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/WA-NH24/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262913	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH22/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH22/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/WA-NH22/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262912	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH21/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH21/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/WA-NH21/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262911	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH20/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH20/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/WA-NH20/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262910	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH19/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH19/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/WA-NH19/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262909	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH18/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH18/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/WA-NH18/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262908	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH17/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH17/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/WA-NH17/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262907	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH14/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH14/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	SARS-CoV-2/human/USA/WA-NH14/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
